0,1,2,3,4,5,6,7,8,9
0.02000397037259301,0.02000088573770705,0.1864141187157672,0.020004113462532835,0.020008126536758392,0.3333151638937843,0.3402529573357168,0.020000000022791713,0.02000022830533721,0.020000435617011536
0.02000397037259301,0.02000088573770705,0.1864141187157672,0.020004113462532835,0.020008126536758392,0.3333151638937843,0.3402529573357168,0.020000000022791713,0.02000022830533721,0.020000435617011536
0.020000000023301875,0.25279711695592955,0.020002240674510858,0.020003817378228008,0.020000630932419047,0.21999404729019004,0.18719751647301627,0.020002615914068912,0.2200000155448401,0.020001998813495545
0.05000000000318815,0.050000000002033466,0.050000000001984866,0.05000000000208605,0.5499981853646341,0.05000000000223104,0.050000000002055026,0.050001024834650375,0.05000000000209079,0.0500007897850462
0.016667689330429832,0.016666666678026548,0.016667157226047828,0.01666679801868541,0.01666668668343136,0.18333259521614237,0.3499855965480673,0.35001340248179375,0.01666670076969704,0.016666707047678697
0.00909150297827808,0.009096742902305329,0.009091085703251546,0.009092709351983872,0.3294338702568646,0.009090921401244867,0.009093081398855611,0.00909146616501411,0.5978274225397008,0.00909119730250107
0.01666677514616559,0.016666666672510426,0.016668905755789644,0.622198254443195,0.24445548584095841,0.016675840020171053,0.016667718472286493,0.0166666666738281,0.016666666672652257,0.01666702030244313
0.0333570940935834,0.03333333339466112,0.033354028877546356,0.03334212484158624,0.03333333341784227,0.033333417849310064,0.033333333395289134,0.03333498460076776,0.6999449702965277,0.03333337923288589
0.02500000003593904,0.025000000022936612,0.02500000002238229,0.025000000023505716,0.27499998849914775,0.2864864365206519,0.2635095984293131,0.025001306863209737,0.025000251721546345,0.02500241786136757
0.01428813105675259,0.014285867473669826,0.014288597389832318,0.014285714300029922,0.0142859653241646,0.01428571430108274,0.15650039754401884,0.6060925820164363,0.1374013162921304,0.014285714301882375
0.020000519971669566,0.020000000007267076,0.020000000007088566,0.41999796583601656,0.020000245263089647,0.020000000007967037,0.020000000007344004,0.02000000000893555,0.4199995423346624,0.020001726555959543
0.191101024971948,0.012500482483981942,0.012500475622606812,0.012501292844734032,0.10114154162431102,0.012502424599868752,0.012503986350872635,0.09596191117287156,0.5367865944797772,0.012500265849028115
0.033333333377380106,0.03333333336139943,0.03333565843991864,0.3666359580217257,0.03333333337204586,0.033333333364135,0.03334039318165169,0.033354475394811955,0.0333335297872801,0.3666666516996515
0.020000645266652177,0.020000000014708537,0.020000000014354574,0.2199973339011175,0.020000172143029682,0.020000000016146664,0.020001334569677474,0.020008218450096434,0.6199862488130373,0.02000604681117958
0.03333655956126947,0.03333500353844622,0.03333333334361069,0.6999805442050077,0.03333333334785192,0.03333333334488657,0.03333528317562316,0.033333333346275404,0.033344207720327715,0.03333506841670092
0.0166666667039384,0.016673224204305854,0.016667617925622047,0.17940036839623102,0.016666666699460857,0.01666666669274434,0.01666872740507662,0.016666666695904254,0.18827767058971298,0.5156457246870036
0.050009968024527555,0.05000000001757187,0.05000000001712028,0.05000000001800534,0.05000000002420323,0.0500000000192537,0.05000000001774823,0.05000331779888369,0.5499867140423333,0.05000000002035281
0.014286061863566178,0.1319697698667524,0.014286540472943051,0.01428607566300892,0.014285779759721732,0.5857139645799551,0.014287441990059836,0.014286543300919833,0.18231191841065694,0.014285904092415997
0.01667064503967575,0.2771187512468484,0.01666691774138584,0.4049734576699809,0.201233899074086,0.01666766349244514,0.016668551408421533,0.016666666677279687,0.016666666675538816,0.01666678097433781
0.03334139029695204,0.37019315180708134,0.03333333335436388,0.36310122623325825,0.03333333336307566,0.0333333333569569,0.03334157107006589,0.03333333335982476,0.033347652057155105,0.033341675101266184
0.014285984310354707,0.72856322259575,0.01428571429350126,0.014285993764613064,0.014285797287190212,0.01429068551407484,0.014285714292868549,0.15714230302872917,0.014285714292987278,0.014288870619930874
0.016666783930664907,0.016675727828050806,0.0166666666731741,0.016666788033721656,0.14310245598206028,0.016670138977542746,0.016666852743600285,0.3728854926800963,0.01666688447474558,0.3673322086763433
0.020001127206623052,0.020000000022807128,0.29632670554164464,0.020000000023372638,0.020000000070904172,0.2199984649837351,0.34367081175280806,0.02000111599442885,0.020001718738532893,0.020000055665143436
0.020000543843226717,0.2199966683916292,0.6199845156888568,0.0200050789600198,0.020000613556477247,0.02000966604557883,0.02000250920768117,0.020000000018468436,0.020000000015433027,0.020000404272628683
0.01666825164253945,0.016672454093413145,0.016669534434573394,0.016667054211079835,0.17686950495038697,0.29991654278195296,0.2290929997146264,0.016667013465018584,0.01666726929826732,0.1941093754081419
0.011111111137891826,0.21084182443207827,0.01111216309215189,0.1219135854257018,0.4685827134177235,0.011114841564285105,0.1319837007164348,0.011111913744885307,0.011112972616194677,0.011115173852652703
0.016667852184599805,0.2411644946632061,0.6254784717712568,0.016667298284780106,0.016667483842716407,0.016667139823589316,0.016672221821933814,0.016667358370473017,0.01667966635522314,0.016668012882221358
0.05000000000732911,0.05000000000467518,0.05000000000456407,0.05000000000479265,0.05000000000645064,0.050000955954327485,0.549993822373915,0.05000000000589869,0.050000492318512606,0.050004729319534515
0.60164141025745,0.011111111118743702,0.01111111111859619,0.30945771477560574,0.011113897494926984,0.011111111119480828,0.011115730079028094,0.011111603191121705,0.01111462330032441,0.011111687544722512
0.02000000002977837,0.020002695160627477,0.020000018354294272,0.26624527904664497,0.020000000026189534,0.18929660183248018,0.020002092311826522,0.020000000023381023,0.020000000019523883,0.40445331319525385
0.5499907314404292,0.05000000002642397,0.05000647404919515,0.05000000002711643,0.05000000003641472,0.050000000028955265,0.050002794301148436,0.05000000003249882,0.05000000002719232,0.050000000030625665
0.05000000002202326,0.050000000014055024,0.050000000013706115,0.05000720445930769,0.05000000001936765,0.050000000015397734,0.5499927954081624,0.05000000001726745,0.05000000001443284,0.050000000016279945
0.025000000022757186,0.4896922637243786,0.025000000014162325,0.025000000014884657,0.02500000002001282,0.025000000015915753,0.02500061527564356,0.02500000001785226,0.025000725472718494,0.31030639542167443
0.02500000001512395,0.025011849215210512,0.025000000009411626,0.02500000000989158,0.025019539573439886,0.025000119840421598,0.7749657125722074,0.025000615850312793,0.025001571328405664,0.025000591585575
0.0333333333755094,0.033336442184427155,0.03333649484804365,0.03333382385584952,0.3442533053828166,0.0333351516125786,0.033333334634482674,0.03333333336642346,0.38907003882721586,0.03333474191265306
0.050000000020265487,0.050000000012932005,0.05000000001262465,0.050000000013264066,0.050000000017821865,0.549999999865847,0.05000000001306637,0.050000000015902615,0.05000000001328529,0.050000000014990706
0.03333455350225066,0.03333531001121072,0.03333354542791669,0.03333404142015826,0.6999933687633018,0.03333415955259397,0.03333492474464644,0.03333333334056444,0.03333333333937796,0.03333342989797899
0.025000000018466216,0.5249969975724289,0.0250000000115002,0.02500000001206709,0.2749993669153577,0.025000000012926772,0.02500273122955487,0.02500051012360298,0.02500000001211365,0.025000394091981758
0.016666666681598795,0.016666666676210463,0.01666854471336005,0.01667089025829173,0.016668229626860927,0.1833268012727232,0.01666713277480113,0.016669887449461643,0.016667460959912953,0.6833277195867792
